title,abstract,domain,technologies,Year,source_url
Introduction-to-Autonomous-Robots,Introduction to Autonomous Robots,Multiple / Unknown,,,https://github.com/Introduction-to-Autonomous-Robots/Introduction-to-Autonomous-Robots
MotionGPT,"[NeurIPS 2023] MotionGPT: Human Motion as a Foreign Language, a unified motion-language generation model using LLMs",Multiple / Unknown,,,https://github.com/OpenMotionLab/MotionGPT
investing,Investing Returns on the Market as a Whole,Multiple / Unknown,,,https://github.com/zonination/investing
augmentoolkit,Create Custom LLMs,Multiple / Unknown,,,https://github.com/e-p-armstrong/augmentoolkit
votenet,Deep Hough Voting for 3D Object Detection in Point Clouds,Computer Vision / AI,,,https://github.com/facebookresearch/votenet
date-picker,Duet Date Picker is an open source version of Duet Design System’s accessible date picker. Try live example at https://duetds.github.io/date-picker/,Multiple / Unknown,,,https://github.com/duetds/date-picker
PixelVision8,Pixel Vision 8's core philosophy is to teach retro game development with streamlined workflows. PV8 is also a platform that standardizes 8-bit fantasy console limitations built on top of the open-source C# game engine based on MonoGame.,Computer Vision / AI,c,,https://github.com/PixelVision8/PixelVision8
TransCoder,Public release of the TransCoder research project https://arxiv.org/pdf/2006.03511.pdf,Multiple / Unknown,,,https://github.com/facebookresearch/TransCoder
java-tutorial-for-beginners,Java Tutorial For Beginners with 500 Code Examples,Multiple / Unknown,java,,https://github.com/in28minutes/java-tutorial-for-beginners
PWC-Net,"PWC-Net: CNNs for Optical Flow Using Pyramid, Warping, and Cost Volume, CVPR 2018 (Oral)",Computer Vision / AI,,,https://github.com/NVlabs/PWC-Net
security-and-auditing-full-course-s23,"The ultimate, most advanced, security, DeFi, assembly, web3 auditor course ever created.",Multiple / Unknown,,,https://github.com/Cyfrin/security-and-auditing-full-course-s23
evalscope,A streamlined and customizable framework for efficient large model evaluation and performance benchmarking,Multiple / Unknown,,,https://github.com/modelscope/evalscope
Blue-Team-Notes,"You didn't think I'd go and leave the blue team out, right?",Multiple / Unknown,go,,https://github.com/Purp1eW0lf/Blue-Team-Notes
moment-range,Fancy date ranges for Moment.js,Multiple / Unknown,,,https://github.com/rotaready/moment-range
FinRL-Meta,FinRL­®-Meta: Dynamic datasets and market environments for FinRL.,Multiple / Unknown,,,https://github.com/AI4Finance-Foundation/FinRL-Meta
MedLLMsPracticalGuide,"[Nature Reviews Bioengineering🔥] Application of Large Language Models in Medicine.  A curated list of practical guide resources of Medical LLMs (Medical LLMs Tree, Tables, and Papers)",Multiple / Unknown,,,https://github.com/AI-in-Health/MedLLMsPracticalGuide
handtracking,Building a Real-time Hand-Detector using Neural Networks (SSD) on Tensorflow,AI / ML,tensorflow,,https://github.com/victordibia/handtracking
lidar_camera_calibration,"ROS package to find a rigid-body transformation between a LiDAR and a camera for ""LiDAR-Camera Calibration using 3D-3D Point correspondences""",Multiple / Unknown,,,https://github.com/ankitdhall/lidar_camera_calibration
AWS-SAA-C02-Course,Personal notes for SAA-C02 test from: https://learn.cantrill.io,Multiple / Unknown,,,https://github.com/alozano-77/AWS-SAA-C02-Course
consistent_depth,"We estimate dense, flicker-free, geometrically consistent depth from monocular video, for example hand-held cell phone video.",Multiple / Unknown,,,https://github.com/facebookresearch/consistent_depth
elfeed,An Emacs web feeds client,Multiple / Unknown,,,https://github.com/skeeto/elfeed
hmr,Project page for End-to-end Recovery of Human Shape and Pose,Multiple / Unknown,,,https://github.com/akanazawa/hmr
Enterprise,🦄 The Enterprise™ programming language,Multiple / Unknown,,,https://github.com/joaomilho/Enterprise
alphafold2,"To eventually become an unofficial Pytorch implementation / replication of Alphafold2, as details of the architecture get released",AI / ML,pytorch,,https://github.com/lucidrains/alphafold2
DAT8,"General Assembly's 2015 Data Science course in Washington, DC",Multiple / Unknown,,,https://github.com/justmarkham/DAT8
OpenXLSX,"A C++ library for reading, writing, creating and modifying Microsoft Excel® (.xlsx) files.",Multiple / Unknown,c,,https://github.com/troldal/OpenXLSX
Magic123,[ICLR24] Official PyTorch Implementation of Magic123: One Image to High-Quality 3D Object Generation Using Both 2D and 3D Diffusion Priors,Computer Vision / AI,pytorch,,https://github.com/guochengqian/Magic123
sphereface,Implementation for <SphereFace: Deep Hypersphere Embedding for Face Recognition> in CVPR'17.,Multiple / Unknown,,,https://github.com/wy1iu/sphereface
freelancing-in-finland,The ultimate resource for transitioning to freelancing for software developers 👩‍💻🇫🇮,Multiple / Unknown,,,https://github.com/sam-hosseini/freelancing-in-finland
imitation,Clean PyTorch implementations of imitation and reward learning algorithms,AI / ML,pytorch,,https://github.com/HumanCompatibleAI/imitation
Azure-Design,My Azure stencil collection for Visio. Highly functional and always up to date.,Multiple / Unknown,azure,,https://github.com/David-Summers/Azure-Design
CS231n-2017-Summary,"After watching all the videos of the famous Standford's CS231n course that took place in 2017, i decided to take summary of the whole course to help me to remember and to anyone who would like to know about it. I've skipped some contents in some lectures as it wasn't important to me.",Multiple / Unknown,,,https://github.com/mbadry1/CS231n-2017-Summary
ros-robotics-companies,A list of robotics companies using the Robot Operating System (ROS and ROS 2).,Multiple / Unknown,,,https://github.com/vmayoral/ros-robotics-companies
agent-lightning,The absolute trainer to light up AI agents.,Multiple / Unknown,,,https://github.com/microsoft/agent-lightning
HPI,Human Programming Interface 🧑👽🤖,Multiple / Unknown,,,https://github.com/karlicoss/HPI
minification-benchmarks,"🏃‍♂️🏃‍♀️🏃 JS minification benchmarks: babel-minify, esbuild, terser, uglify-js, swc, google closure compiler, tdewolff/minify, oxc-minify",Multiple / Unknown,,,https://github.com/privatenumber/minification-benchmarks
nice-slam,[CVPR'22] NICE-SLAM: Neural Implicit Scalable Encoding for SLAM,Multiple / Unknown,,,https://github.com/cvg/nice-slam
media-kit,A cross-platform video player & audio player for Flutter & Dart.,Web / Mobile,flutter,,https://github.com/media-kit/media-kit
EvoAgentX,🚀 EvoAgentX: Building a Self-Evolving Ecosystem of AI Agents,Multiple / Unknown,,,https://github.com/EvoAgentX/EvoAgentX
symforce,"Fast symbolic computation, code generation, and nonlinear optimization for robotics",Multiple / Unknown,,,https://github.com/symforce-org/symforce
squasher,Squasher - squash your old migrations in a single command,Multiple / Unknown,,,https://github.com/jalkoby/squasher
Marco-o1,An Open Large Reasoning Model for Real-World Solutions,Multiple / Unknown,,,https://github.com/AIDC-AI/Marco-o1
WikiChat,WikiChat is an improved RAG. It stops the hallucination of large language models by retrieving data from a corpus.,Multiple / Unknown,,,https://github.com/stanford-oval/WikiChat
Data-Copilot,Data-Copilot: Bridging Billions of Data and Humans with Autonomous Workflow,Multiple / Unknown,,,https://github.com/zwq2018/Data-Copilot
ngs,Next Generation Shell (NGS),Multiple / Unknown,,,https://github.com/ngs-lang/ngs
MVSNet,MVSNet (ECCV2018) & R-MVSNet (CVPR2019),Multiple / Unknown,,,https://github.com/YoYo000/MVSNet
Memento,Official Code of Memento: Fine-tuning LLM Agents without Fine-tuning LLMs,Multiple / Unknown,,,https://github.com/Agent-on-the-Fly/Memento
BoostingMonocularDepth,,Multiple / Unknown,,,https://github.com/compphoto/BoostingMonocularDepth
pg_search,pg_search builds ActiveRecord named scopes that take advantage of PostgreSQL’s full text search,Multiple / Unknown,,,https://github.com/Casecommons/pg_search
imodels,"Interpretable ML package 🔍 for concise, transparent, and accurate predictive modeling (sklearn-compatible).",Multiple / Unknown,,,https://github.com/csinva/imodels
rust-anthology,Learn Rust from the best,Multiple / Unknown,,,https://github.com/brson/rust-anthology
VRT,VRT: A Video Restoration Transformer (official repository),NLP / AI,transformer,,https://github.com/JingyunLiang/VRT
Awesome-LLM4AD,A curated list of awesome LLM/VLM/VLA for Autonomous Driving(LLM4AD) resources (continually updated),Multiple / Unknown,,,https://github.com/Thinklab-SJTU/Awesome-LLM4AD
MarS,MarS: a Financial Market Simulation Engine Powered by Generative Foundation Model,Multiple / Unknown,,,https://github.com/microsoft/MarS
RandLA-Net,"🔥RandLA-Net in Tensorflow (CVPR 2020, Oral & IEEE TPAMI 2021)",AI / ML,tensorflow,,https://github.com/QingyongHu/RandLA-Net
FederatedScope,An easy-to-use federated learning platform,Multiple / Unknown,,,https://github.com/alibaba/FederatedScope
top,Top App Developers - September 2022,Multiple / Unknown,,,https://github.com/app-developers/top
pixel-nerf,PixelNeRF Official Repository,Multiple / Unknown,,,https://github.com/sxyu/pixel-nerf
ArchitectureWeekly,Architecture Weekly - links and resources to boost your knowledge and developer skills,Multiple / Unknown,,,https://github.com/oskardudycz/ArchitectureWeekly
SAKHI-1.0---PANIC-BUTTON-ANDROID-APP-FOR-WOMEN-SAFETY,"The aim of the project is to develop an Android application that lets its users to send notifications in case of an emergency or a panic situation. The users can send multiple text messages and emails on the press of a single button. The phone numbers, email ids and the contents of the text and email messages can be set from within the application. The text messages and emails sent, along with the content, also have the last known location of the user. This is very helpful in tracking the whereabouts of the person.",Web / Mobile,android,,https://github.com/120296Soumyaju/SAKHI-1.0---PANIC-BUTTON-ANDROID-APP-FOR-WOMEN-SAFETY
FinalYearProject,Final Year Project on Pneumonia Detection and Classification using Deep Learning for the degree of Btech Computer Science & Engineering,AI / ML,,,https://github.com/mohitjaisal/FinalYearProject
Obux,Obux is an app that will help you trade and borrow books from other people,Multiple / Unknown,,,https://github.com/jonatasfernandespimenta/Obux
diseaseprediction,Undergrad final year project to predict diseases given any text symptoms.,Multiple / Unknown,,,https://github.com/sraashis/diseaseprediction
voice_to_signLanguage,Voice to Sign Language Conversion,Multiple / Unknown,,,https://github.com/arch-ith/voice_to_signLanguage
Stock-Price-Prediction-Project,"Final year College Project with Project Report, PPT, Synopsis and Code",Multiple / Unknown,,,https://github.com/Vatshayan/Stock-Price-Prediction-Project
NED-Admission-LLM-Chatbot-FYP,"This is the final year project of university, in which my group is developing a chatbot for university admissions using LLMS and RAG. The bot is powered by Langchain and FastAPI. The UI and frontend is developed in Next.js.",NLP / AI,fastapi,,https://github.com/ali-bin-kashif/NED-Admission-LLM-Chatbot-FYP
Decentrilized-Blockchain-Blog-System-Project,Decentrilized Blockchain Blog System Project with code and Documents,Blockchain,blockchain,,https://github.com/Vatshayan/Decentrilized-Blockchain-Blog-System-Project
YogaPoseCorrector,This project guides the user till they perform correct yoga pose.,Multiple / Unknown,,,https://github.com/prateekmahajan/YogaPoseCorrector
AI-Chatbot-Final-Year-Project,"AI chatbot used to communication with End user through online on platforms such websites and application. Btech college project. Project Includes Source Code, PPT, Synopsis, Report, Documents, Base Research Paper & Video tutorials",NLP / AI,,,https://github.com/Projects-Developer/AI-Chatbot-Final-Year-Project
Brain-Stroke-Detection,"This project involves developing a system to detect brain strokes from medical images, such as CT or MRI scans. The system uses image processing and machine learning techniques to identify and classify stroke regions within the brain, aiming to provide early diagnosis and assist medical professionals in treatment planning.",Computer Vision / AI,,,https://github.com/shivamBasak/Brain-Stroke-Detection
Machine-Learning-and-Data-science-Projects,Top New and research Paper Based Projects for your final year and college projects. #FREE HELP #Live_explanation #Research papers #PPT # Report #Code,Multiple / Unknown,,,https://github.com/Vatshayan/Machine-Learning-and-Data-science-Projects
